om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,permanent_fat,mobile_fat,other_fat,unknown_fat,business_fat,church_fat,school_fat,permstructure_fat,outside_fat,vehicle_fat,male_fat,female_fat,unknown_gender,fat_under18,fat_18t44,fat_45t64,fat_over65,unknown_age,loss,closs,slat,slon,elat,elon,len,wid,fc,DateTim,Hour,Year,Length,Width,cas,AreaPth,Ma,ED,ID,TotalPp,TotalMl,MlUnd18,Ml18t44,Ml45t64,MlOvr65,TotlFml,FmlUn18,Fml1844,Fml4564,FmlOv65,White,Black,TtlHsnU,MoblHms,MdnIncm
25,2003,3,27,2003-03-27,16:46:00,3,FL,12,13,2,14,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,8,0,25.77,-80.2,25.77,-80.2,6,600,0,2003-03-27 16:46:00,16,2003,9656.04,430.9008484,15,4160795.828,Mar,274315420397,917,1068.606396,574.3285181,116.9984753,223.5421327,132.0218815,101.7660285,494.2778775,116.3400208,185.9369087,93.8776785,98.12326959,825.9967477,118.9708482,495.7529564,0.2389880723,14995.98615
1034,2003,5,4,2003-05-04,15:18:00,3,KS,20,18,4,30,2,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,47.55,0,39.07,-94.83,39.25,-94.5,21,500,0,2003-05-04 15:18:00,15,2003,33796.14,359.0840403,32,12135654.5,May,1189292123025,929,8282.647572,3941.366033,1082.98578,1519.039728,899.6530209,439.687504,4341.281539,1042.387338,1655.92682,1028.173365,614.7940173,5896.856103,1780.879136,3560.042581,159.0045759,64320.7824
221,2003,5,4,2003-05-04,15:35:00,3,KS,20,20,4,30,4,3,1,0,0,0,0,0,0,0,0,2,2,0,0,0,1,3,0,20.2,0,37.42,-95.1,37.58,-94.53,33,880,0,2003-05-04 15:35:00,15,2003,53108.22,631.9879109,34,33563753.01,May,3289242214537,930,536.044069,265.2076006,65.99310129,95.54164777,65.80883781,37.86401373,270.8364684,63.53168823,86.74012239,63.69823341,56.86642436,509.5105996,3.951647623,238.2945969,21.15287145,44623.91605
225,2003,5,4,2003-05-04,16:31:00,3,MO,29,13,3,47,5,4,0,1,0,0,0,0,0,1,0,4,1,0,0,2,2,1,0,52.5,0,37.57,-94.52,37.8,-92.98,86,880,0,2003-05-04 16:31:00,16,2003,138403.24,631.9879109,52,87469174.51,May,7564168228186,933,772.7478628,381.295576,100.9488633,119.5137899,96.1977992,64.63512358,391.4522868,93.22043395,117.6030517,100.6036262,80.02517494,751.0175837,1.986776922,358.9404385,71.83216793,39984.21031
220,2003,5,4,2003-05-04,16:45:00,3,KS,20,25,3,34,5,5,0,0,0,0,0,0,0,0,0,2,3,0,0,0,2,3,0,23.9,0,37.08,-94.95,37.2,-94.52,25,880,0,2003-05-04 16:45:00,16,2003,40233.5,631.9879109,39,25427085.61,May,2198886112845,934,1088.877558,526.2229419,161.1954649,183.675042,132.4408007,48.91163428,562.654616,160.8518483,206.1775678,131.2827414,64.34245851,1040.682934,5.72809318,427.0643719,37.28124321,50205.66922
243,2003,5,4,2003-05-04,17:50:00,3,MO,29,18,3,48,7,2,3,2,0,0,0,0,1,1,0,2,5,0,1,2,4,0,0,47.8,0,36.92,-94.2,37.13,-93.37,49,880,0,2003-05-04 17:50:00,17,2003,78857.66,631.9879109,55,49837087.8,May,4309816781176,935,3116.135376,1497.822427,438.1876359,566.8989823,329.7751921,162.9606166,1618.312949,435.4322496,605.6876897,367.8889548,209.3040546,2965.532999,10.7150441,1258.828653,91.65656447,47064.88816
222,2003,5,4,2003-05-04,18:36:00,3,MO,29,23,3,27,4,3,1,0,0,0,0,0,0,0,0,2,2,0,0,0,1,3,0,5,0,37.9,-92.83,37.98,-92.57,14,400,0,2003-05-04 18:36:00,18,2003,22530.76,287.2672322,31,6472349.066,May,559716465088,937,72.35089868,36.78189799,9.4126826,12.18386269,9.771167682,5.41418502,35.56900069,8.190943464,11.68768023,9.833554659,5.856822333,71.1199888,0.01406301362,34.28215133,8.026222243,44952.06965
945,2003,5,4,2003-05-04,22:35:00,3,TN,47,16,4,86,11,2,9,0,0,0,0,0,0,0,0,6,5,0,3,7,1,0,0,40,0,35.52,-89.03,35.65,-88.35,39,880,0,2003-05-04 22:35:00,22,2003,62764.26,631.9879109,97,39666253.56,May,3887286253544,943,1502.992858,725.9943432,189.8295956,271.1344149,174.934417,90.09591566,776.9985147,173.6000325,278.8218132,187.3336623,137.2430067,1261.362502,208.7458584,656.4615948,118.7597576,45347.58407
811,2003,5,6,2003-05-06,20:32:00,3,IL,17,24,4,33,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,16,0,37.27,-89.03,37.38,-88.48,33,1000,0,2003-05-06 20:32:00,20,2003,53108.22,718.1680806,35,38140628.42,May,3737775243792,952,371.1234357,182.7597512,46.61184364,62.77695286,47.84852457,25.52243012,188.3636845,45.08661602,64.0995375,47.67672335,31.50080761,338.8515082,23.27923941,169.1784051,39.06016204,47086.19877
912,2003,5,11,2003-05-11,3:30:00,3,KY,21,33,2,8,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,15,0,37.8,-84.9,37.82,-84.8,7,300,0,2003-05-11 3:30:00,3,2003,11265.38,215.4504242,9,2427130.9,May,160017328565,974,99.47804563,46.43151383,12.27884453,17.08152285,11.18929714,5.881849312,53.04653181,12.21476342,17.45762524,13.19282751,10.18131564,91.19649996,5.37785261,44.32020121,2.584439021,45940.22202
1245,2003,6,22,2003-06-22,17:43:00,3,NE,31,48,2,7,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10,0,40.15,-97.72,40.15,-97.77,3,200,0,2003-06-22 17:43:00,17,2003,4828.02,143.6336161,8,693465.9713,Jun,45719236733,980,2.300413193,1.115445178,0.2798515799,0.3093779569,0.2944488315,0.2317668102,1.184968015,0.2906092057,0.3030255054,0.2860676785,0.3052656252,2.264094571,0.001300304469,1.092649759,0.02425963218,45052.4656
495,2003,6,23,2003-06-23,20:43:00,3,NE,31,55,4,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,3.7,0,42.5,-97.32,42.53,-97.07,13,1200,0,2003-06-23 20:43:00,20,2003,20921.42,861.8016967,1,18030115.25,Jun,1766948297065,981,87.49025556,43.06444201,12.20235991,12.69969001,10.23421379,7.928178292,44.42581356,11.48424239,11.94123494,9.471929978,11.52840624,86.71260909,0,38.13164858,0.6240381571,46415.0924
663,2003,10,27,2003-10-27,14:39:00,3,NJ,34,5,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,39.98,-74.83,39.98,-74.83,0.5,30,0,2003-10-27 14:39:00,14,2003,804.67,21.54504242,1,17336.64928,Oct,666775295.5,994,0.1044979516,0.04967359822,0.01242191049,0.0172936613,0.01461434306,0.005343683375,0.05482435335,0.01394844649,0.01906865422,0.01406843511,0.007738817527,0.09306967918,0.006720781272,0.03923928402,0.0007502915976,92722.8921
807,2004,4,20,2004-04-20,16:44:00,3,IL,17,5,3,12,8,0,0,8,0,8,0,0,0,0,0,4,4,0,0,2,4,2,0,8,0,41.25,-89.28,41.33,-89.02,15.8,880,0,2004-04-20 16:44:00,16,2004,25427.572,631.9879109,20,16069918.11,Apr,1389696023318,1011,761.4653657,370.6234451,83.09783831,136.0282309,96.97117255,54.52620334,390.8419205,88.19267254,130.673397,91.28887242,80.68697862,731.7731436,12.82254607,351.1123745,15.80871154,55690.6216
932,2004,5,22,2004-05-22,18:30:00,3,NE,31,45,4,38,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,160.22,0,40.32,-97.33,40.7,-96.4,54,4400,0,2004-05-22 18:30:00,18,2004,86904.36,3159.939555,39,274612524.6,May,26911981755304,1018,2269.686132,1136.435955,318.3827361,363.4589663,311.0288852,143.5653677,1133.250177,315.8594037,361.0621374,293.2298742,163.0987617,2217.787743,6.81048482,906.3516913,42.99983746,61733.8935
1158,2004,5,24,2004-05-24,22:19:00,3,IL,17,31,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,39.6,-90.57,39.65,-90.47,7.3,100,0,2004-05-24 22:19:00,22,2004,11748.182,71.81680806,2,843716.9318,May,41476957691,1020,6.760635753,3.257900982,0.8224004668,1.088881305,0.8503145903,0.4963046203,3.50273477,0.8315810746,1.091104806,0.8769731453,0.7030757442,6.681591419,0.002607825727,3.053844767,0.3751362404,52342.44907
1072,2004,5,29,2004-05-29,21:30:00,3,MO,29,34,4,6,3,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,1,0,0.3,0,39.88,-94.25,40.22,-94.03,22,800,0,2004-05-29 21:30:00,21,2004,35405.48,574.5344645,9,20341668.49,May,1993480130023,1029,143.7190085,85.02423359,14.2575877,38.87837732,21.42882882,10.45943976,58.69477487,14.56894527,17.75818318,13.96319157,12.40445486,129.4802881,10.39256349,56.46666542,8.980176757,45866.65375
969,2004,5,30,2004-05-30,13:25:00,3,IN,18,19,3,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,0,38.33,-86.57,38.38,-86.27,15,400,0,2004-05-30 13:25:00,13,2004,24140.1,287.2672322,12,6934659.713,May,599696212594,1030,138.199356,69.25092911,18.49330031,23.86324606,18.51733041,8.377052332,68.94842692,17.03280422,24.38540951,18.06014651,9.470066673,136.5467375,0.3443903556,66.56657583,17.29339921,43448.47567
128,2004,5,30,2004-05-30,16:20:00,3,MO,29,40,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0.1,0,38.75,-90.35,38.77,-90.33,2,50,0,2004-05-30 16:20:00,16,2004,3218.68,35.90840403,1,115577.6619,May,5681775026,1031,77.955501,35.42466266,11.3026693,13.37308376,7.119955166,3.62895443,42.53083835,12.35406892,16.12346178,9.429344824,4.623962828,28.67141407,46.44588299,30.93237127,0.3113474191,45141.88105
1301,2004,6,23,2004-06-23,19:35:00,3,WI,55,18,3,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2.29,0,43.67,-88.95,43.65,-88.8,7.6,300,0,2004-06-23 19:35:00,19,2004,12230.984,215.4504242,2,2635170.691,Jun,227884560786,1046,39.25811573,19.64305536,5.167820114,6.717351807,5.078777371,2.679106068,19.61506037,5.392483166,6.30999115,4.703552669,3.209033386,38.69125116,0.09098569241,16.84267681,0.3818653756,62912.3802
293,2004,6,26,2004-06-26,17:05:00,3,TX,48,113,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.01,0,30.9,-96.87,30.9,-96.88,0.8,30,0,2004-06-26 17:05:00,17,2004,1287.472,21.54504242,1,27738.63885,Jun,1363626006,1047,0.05997533745,0.02925954341,0.007245320726,0.006972211475,0.00871172148,0.00633028973,0.03071579404,0.006992545174,0.008150383724,0.008484155836,0.007088709308,0.05202225484,0.002962846741,0.03024057808,0.004297637842,41783.412
404,2004,8,13,2004-08-13,1:55:00,3,NC,37,25,2,29,3,0,3,0,0,0,0,0,0,0,0,2,1,0,1,2,0,0,0,1.3,0,34.4,-77.88,34.47,-77.83,5,500,0,2004-08-13 1:55:00,1,2004,8046.7,359.0840403,32,2889441.547,Aug,190496819720,1055,109.9494507,56.91594713,14.769827,21.95188604,14.44760245,5.746631641,53.03350356,12.03199531,20.25355949,14.80917187,5.938776875,83.83374612,18.64951021,45.51262007,20.62918865,47590.9209
544,2004,9,15,2004-09-15,14:40:00,3,FL,12,71,1,7,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,5,0,30.1,-85.75,30.17,-85.73,5,200,0,2004-09-15 14:40:00,14,2004,8046.7,143.6336161,8,1155776.619,Sep,56817750262,1063,154.4274416,81.16291344,16.43006162,30.04396458,23.41854727,11.27033997,73.2645282,13.25686382,24.56225661,23.05685214,12.38855563,146.4657664,1.841168608,125.0539643,10.28231579,60660.94898
1643,2004,9,15,2004-09-15,14:43:00,3,FL,12,72,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.5,0,29.98,-85.4,30.03,-85.47,5,200,0,2004-09-15 14:43:00,14,2004,8046.7,143.6336161,2,1155776.619,Sep,56817750262,1064,21.50061812,10.90502133,1.966875902,3.902736365,3.043555567,1.991853491,10.59559679,1.482402669,3.351420148,3.579886819,2.181887155,19.86746617,0.7187129956,23.86649312,3.88009388,49064.48761
545,2004,9,15,2004-09-15,20:07:00,3,FL,12,80,2,5,4,4,0,0,0,0,0,0,0,0,0,2,2,0,0,3,1,0,0,2.5,0,30.5,-85.05,30.57,-85.12,7,600,0,2004-09-15 20:07:00,20,2004,11265.38,430.9008484,9,4854261.799,Sep,320034657130,1065,52.04881115,24.48553862,6.150143248,9.251914394,5.999650857,3.083830117,27.56327253,7.431315464,9.384147899,6.888989087,3.858820085,47.23509746,3.753055714,22.26574529,7.384119371,37783.372
522,2004,9,16,2004-09-16,15:45:00,3,GA,13,35,2,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0.07,0,34.28,-83.27,34.33,-83.27,5.5,50,0,2004-09-16 15:45:00,15,2004,8851.37,35.90840403,2,317838.5702,Sep,20954650169,1069,3.903932373,1.907451163,0.5188643155,0.6617008634,0.501084303,0.225801681,1.99648121,0.5037339805,0.6462175285,0.4825348189,0.363994882,3.701906064,0.1430760842,1.694130139,0.6213675067,42099.9576
1495,2004,9,27,2004-09-27,19:08:00,3,SC,45,81,2,13,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34.33,-80.97,34.37,-80.98,2,220,0,2004-09-27 19:08:00,19,2004,3218.68,157.9969777,14,508541.7123,Sep,33527440271,1078,9.201811567,4.642787093,0.9626494142,1.485060416,1.504512197,0.6905650661,4.559024474,0.732833029,1.552420763,1.455427557,0.818343125,4.35690083,4.757003075,4.907524112,1.798919121,47649.3738
601,2004,10,18,2004-10-18,18:55:00,3,MO,29,64,2,7,3,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,2,0.3,0,36.05,-89.82,36.05,-89.82,0.5,125,0,2004-10-18 18:55:00,18,2004,804.67,89.77101008,10,72236.03868,Oct,4762420493,1083,0.3189670264,0.1493148557,0.04932982247,0.05173765502,0.02951668312,0.0187306951,0.1696521707,0.04667197888,0.05719944346,0.03702201152,0.02875873681,0.2716098522,0.0437418301,0.1328790335,0.01128121644,33725.8656
649,2004,11,23,2004-11-23,16:27:00,3,TX,48,157,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.6,0,30.48,-94.17,30.57,-94.07,8,600,0,2004-11-23 16:27:00,16,2004,12874.72,430.9008484,1,5547727.77,Nov,365753893863,1086,77.12296133,38.00886826,9.999613419,13.31616714,10.25868111,4.434406589,39.11409307,9.307582588,13.26108748,10.83455129,5.710871713,72.82803708,1.653629217,34.60940917,10.78257474,45657.69306
634,2004,11,23,2004-11-23,20:05:00,3,LA,22,24,3,20,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5.8,0,31.88,-92.25,32.03,-92,15,300,0,2004-11-23 20:05:00,20,2004,24140.1,215.4504242,21,5200994.785,Nov,449772159446,1089,79.74691722,42.02047554,9.526702663,18.31821833,9.713870252,4.461684297,37.72644167,9.13971201,12.8089869,9.716915263,6.060827502,66.02373537,12.48435029,32.51588291,9.206870244,38296.59648
1797,2004,11,24,2004-11-24,2:25:00,3,MS,28,31,3,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2.66,0,32.92,-89,33.05,-88.72,21,600,0,2004-11-24 2:25:00,2,2004,33796.14,430.9008484,3,14562785.4,Nov,1259362046447,1092,112.684003,55.5779059,14.74016734,20.05021268,13.14834116,7.639184716,57.10609714,14.41783242,18.83760444,13.81462819,10.03603209,70.22082503,40.25505175,50.06378182,11.3903902,34942.37667
136,2004,11,24,2004-11-24,6:59:00,3,AL,1,47,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.21,0,33.58,-86.07,33.65,-85.83,15.2,500,0,2004-11-24 6:59:00,6,2004,24461.968,359.0840403,1,8783902.303,Nov,579110331950,1096,979.2722438,470.4189085,120.8524565,181.5702575,119.5234957,48.47269869,508.8533353,118.91202,179.3935197,125.9600619,84.58773378,700.9314571,240.6291876,443.3326575,78.29777145,43155.64501
510,2005,1,12,2005-01-12,23:25:00,3,AR,5,1,3,13,2,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,3,0,33.02,-92.73,33.23,-92.45,24,900,0,2005-01-12 23:25:00,23,2005,38624.16,646.3512725,15,24964774.97,Jan,2158906365338,1102,220.4145967,109.5594626,27.13208134,38.40051657,31.47595595,12.55090877,110.855134,29.01319992,37.56437392,29.55583921,14.72172098,192.5819923,24.80845088,96.30654724,34.95922085,49496.28733
623,2005,1,13,2005-01-13,16:58:00,3,GA,13,1,1,5,2,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0.26,0,31.4,-84.73,31.43,-84.75,3,100,0,2005-01-13 16:58:00,16,2005,4828.02,71.81680806,7,346732.9857,Jan,17045325079,1103,1.278440031,0.6355382867,0.1983576975,0.187709149,0.1672721072,0.08219933312,0.6429017441,0.134545093,0.2335192382,0.1627769139,0.112060499,0.4936219712,0.7835913919,0.5582421732,0.1848514108,37665.8965
666,2005,3,22,2005-03-22,12:32:00,3,GA,13,5,3,18,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,7,0,31.05,-84.92,31.13,-84.68,18,1250,0,2005-03-22 12:32:00,12,2005,28968.12,897.7101008,19,26004973.92,Mar,2248860797228,1107,370.1921614,170.5880571,47.91896739,62.18024929,39.48821276,21.00062764,199.6041043,53.31024139,64.46590627,46.01796123,35.8099954,210.8391202,154.1774611,161.3063445,27.12579548,38167.41038
330,2005,8,12,2005-08-12,16:40:00,3,WY,56,5,2,13,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,5,0,43.73,-105.47,43.72,-105.47,1.5,450,0,2005-08-12 16:40:00,16,2005,2414.01,323.1756363,15,780149.2177,Aug,51434141324,1119,0.4751540066,0.2512899038,0.07731996106,0.08933878082,0.07567945775,0.008951704158,0.2238641028,0.06954514615,0.08523738509,0.06251936888,0.006562202675,0.4449820486,0.003388110414,0.19073212,0.04853891772,86513.8275
1141,2005,8,18,2005-08-18,17:15:00,3,WI,55,48,3,23,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,34.31,0,42.92,-89.43,42.93,-88.98,18.6,600,0,2005-08-18 17:15:00,17,2005,29933.724,430.9008484,24,12898467.07,Aug,1115434955425,1122,2605.00964,1281.730743,324.4936111,494.0781122,325.112118,138.0469017,1323.278897,341.28339,427.490801,329.7255691,224.7791372,2467.011459,36.64018241,1044.816889,4.299709635,75705.17599
1118,2005,8,29,2005-08-29,14:24:00,3,GA,13,19,2,3,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,5.15,0,33.4,-85.08,33.48,-85.1,5.5,200,0,2005-08-29 14:24:00,14,2005,8851.37,143.6336161,4,1271354.281,Aug,83818600677,1123,32.86848265,17.01113056,5.101150685,6.084818135,4.228428273,1.596733471,15.85735208,4.099835145,6.135227376,4.09023723,1.532052334,30.2380242,2.20071232,12.59418792,4.142629387,51217.35614
1180,2005,9,24,2005-09-24,15:25:00,3,MS,28,66,1,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.05,0,33.27,-90.53,33.28,-90.57,3.5,100,0,2005-09-24 15:25:00,15,2005,5632.69,71.81680806,3,404521.8166,Sep,19886212592,1130,2.848041857,1.317238896,0.4254352029,0.5135581038,0.2652761999,0.1129693896,1.530802961,0.4090083447,0.6328905643,0.3069940303,0.1819100217,0.6472922655,2.160793154,0.9547783247,0.08947999968,29166.3334
1253,2005,11,6,2005-11-06,1:39:00,3,KY,21,6,3,238,24,0,23,1,0,0,0,0,0,0,1,11,13,0,4,9,9,2,0,87.26,0,37.83,-87.78,38.1,-87.05,41.3,500,0,2005-11-06 1:39:00,1,2005,66465.742,359.0840403,262,23866787.18,Nov,2063954465011,1139,3377.517985,1620.016286,449.0042648,576.1643091,418.8811069,175.9666054,1757.501699,409.4721808,643.5674963,445.8024747,258.6595469,3086.886009,161.4485849,1413.194409,65.06445777,65198.65863
1200,2005,11,12,2005-11-12,16:27:00,3,IA,19,35,3,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,12.4,0,42.17,-94.08,42.35,-93.88,17.6,150,0,2005-11-12 16:27:00,16,2005,28324.384,107.7252121,4,3051250.274,Nov,263866333541,1142,24.15884333,12.16812407,3.113961679,3.743278407,3.396734163,1.914149821,11.99071926,2.775787265,3.609181234,3.090244328,2.515506433,23.90291576,0.02275525538,10.65051089,0.5875037913,50034.17311
1255,2005,11,15,2005-11-15,13:45:00,3,KY,21,12,3,20,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,8.55,0,36.68,-88.63,37.05,-88,44,500,0,2005-11-15 13:45:00,13,2005,70810.96,359.0840403,21,25427085.61,Nov,2198886112845,1145,826.4476423,399.685565,92.08579502,143.0490412,104.4346107,60.11611806,426.7620773,88.03103265,130.2665112,114.0535012,94.41103223,788.5070053,17.94509542,404.0713279,51.7082788,46312.68172
583,2005,11,27,2005-11-27,18:09:00,3,AR,5,48,3,8,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,35.12,-92.72,35.27,-92.55,15,700,0,2005-11-27 18:09:00,18,2005,24140.1,502.7176564,9,12135654.5,Nov,1049468372040,1154,131.9484401,66.27227962,16.92009283,22.91257473,17.36728203,9.072330027,65.67616053,17.49743698,22.19788794,15.75084462,10.22999099,102.9360917,26.07458352,57.52443051,16.86364561,39058.61833
549,2005,11,27,2005-11-27,22:30:00,3,MO,29,38,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.25,0,36.53,-91.1,36.68,-91,12,250,0,2005-11-27 22:30:00,22,2005,19312.08,179.5420202,1,3467329.857,Nov,228596183664,1158,13.14946608,6.470895067,1.719911173,1.874070901,1.777972952,1.098940041,6.678571014,1.592601076,2.081759891,1.898576428,1.105633619,12.76974861,0,6.202854897,1.532305019,34569.8075
24,2006,1,13,2006-01-13,10:01:00,3,AL,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.5,0,31.43,-87.12,31.43,-87.12,1,880,0,2006-01-13 10:01:00,10,2006,1609.34,631.9879109,1,1017083.425,Jan,49999620231,1164,2.239120048,1.141066671,0.3169610872,0.3731399998,0.2644667616,0.1864988225,1.098053377,0.2467563779,0.3356240728,0.3044955926,0.2111773339,1.081522055,1.136339941,1.094104662,0.4749917367,25696.2484
80,2006,3,11,2006-03-11,21:20:00,3,MO,29,14,3,12,2,0,0,2,0,0,0,0,0,0,2,1,1,0,0,1,1,0,0,2.2,0,37.82,-90,38.18,-89.27,53.5,400,0,2006-03-11 21:20:00,21,2006,86099.69,287.2672322,14,24733619.64,Mar,2138916491585,1172,519.1460078,289.5687818,57.44623865,125.1931958,72.21679347,34.71255391,229.5772259,53.26193636,72.95293359,56.68715125,46.67520474,463.3032557,43.14190872,206.3974379,26.29218514,49481.78832
96,2006,3,12,2006-03-12,16:12:00,3,MO,29,24,2,6,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.5,0,38.62,-93.28,38.67,-93.12,11.2,500,0,2006-03-12 16:12:00,16,2006,18024.608,359.0840403,7,6472349.066,Mar,426712876174,1173,75.90443826,36.92497328,9.065046793,12.94938462,9.992235006,4.918306863,38.97946498,10.91864581,11.84759823,9.917184634,6.296036308,72.67762051,1.01174241,30.3443416,4.630276002,46656.17346
107,2006,3,12,2006-03-12,19:52:00,3,MO,29,32,2,13,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.58,0,38.25,-94.33,38.55,-93.92,26,450,0,2006-03-12 19:52:00,19,2006,41842.84,323.1756363,14,13522586.44,Mar,891525116291,1176,261.2090151,124.3846957,33.89100576,40.14337639,30.36222207,19.98809148,136.8243194,31.49903764,42.08914641,31.66708505,31.56905029,253.0551633,1.86304632,118.4421251,9.431865817,47702.73383
115,2006,3,12,2006-03-12,20:47:00,3,MO,29,37,2,7,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.65,0,37.67,-94.25,37.95,-93.67,38,300,0,2006-03-12 20:47:00,20,2006,61154.92,215.4504242,8,13175853.45,Mar,868665497925,1180,72.28643969,36.49114127,9.026992297,10.10111914,10.85304394,6.509985899,35.79529842,8.155602417,9.93692493,11.02139107,6.681379999,70.6994154,0.05091858706,35.48340795,8.013574572,38748.17056
123,2006,3,12,2006-03-12,21:18:00,3,MO,29,40,3,26,4,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,2,2,0,5,0,39.32,-92.48,39.45,-92.18,19.7,300,0,2006-03-12 21:18:00,21,2006,31703.998,215.4504242,30,6830639.817,Mar,590700769405,1182,61.02303014,37.59248331,5.868849372,18.06822568,10.44215529,3.213252965,23.43054683,5.440803131,7.342541497,6.770302008,3.876900191,54.87439412,4.712802325,20.31868093,5.303615026,44899.24617
129,2006,3,12,2006-03-12,22:15:00,3,MO,29,44,3,8,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,55.65,0,36.98,-93.8,37.08,-93.35,42,250,0,2006-03-12 22:15:00,22,2006,67592.28,179.5420202,9,12135654.5,Mar,1049468372040,1185,236.799644,116.4787728,31.45703644,38.07846596,32.08867377,14.85459666,120.3208711,30.83914489,39.28476863,31.78288355,18.41407407,229.9145545,0.6240573668,98.38711192,10.3215389,50174.59555
198,2006,3,30,2006-03-30,20:28:00,3,MO,29,61,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.45,0,38.63,-93.43,38.75,-93.23,13.6,75,0,2006-03-30 20:28:00,20,2006,21887.024,53.86260605,1,1178892.151,Mar,57954105268,1196,39.42721895,17.91613654,4.054784809,6.244696725,4.683628992,2.933026018,21.5110824,4.455978484,6.946010786,4.814796146,5.294296986,35.38007129,0.8425512347,19.14211351,1.221828035,57229.07802
226,2006,4,2,2006-04-02,16:15:00,3,IL,17,25,2,11,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,38.57,-90,38.6,-89.95,7,100,0,2006-04-02 16:15:00,16,2006,11265.38,71.81680806,12,809043.6332,Apr,53339109522,1199,240.3644217,113.2884665,28.56480412,45.31130142,25.73848275,13.67387817,127.0759552,27.01799525,46.6461793,34.56291252,18.84886814,173.3513423,56.64318858,104.1864618,9.406020798,66125.45551
233,2006,4,2,2006-04-02,16:37:00,3,AR,5,13,3,177,2,0,0,2,0,0,0,0,0,0,2,1,1,0,0,0,0,2,0,86,0,36.22,-90.97,36.18,-89.65,77,880,0,2006-04-02 16:37:00,16,2006,123919.18,631.9879109,179,78315423.69,Apr,6772569227562,1200,1050.076743,512.9653565,143.2542202,169.6081192,131.5026863,68.60033077,537.1113868,136.8298874,177.8411099,130.1967439,92.24364558,876.4577132,150.3015217,462.1592762,65.32528829,41046.85989
