om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,permanent_fat,mobile_fat,other_fat,unknown_fat,business_fat,church_fat,school_fat,permstructure_fat,outside_fat,vehicle_fat,male_fat,female_fat,unknown_gender,fat_under18,fat_18t44,fat_45t64,fat_over65,unknown_age,loss,closs,slat,slon,elat,elon,len,wid,fc,DateTim,Hour,Year,Length,Width,cas,AreaPth,Ma,ED,ID,TotalPp,TotalMl,MlUnd18,Ml18t44,Ml45t64,MlOvr65,TotlFml,FmlUn18,Fml1844,Fml4564,FmlOv65,White,Black,TtlHsnU,MoblHms,MdnIncm
78,2007,3,1,2007-03-01,6:24:00,3,MO,29,7,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.76,0,36.59,-92.15,36.7,-91.87,15,200,0,2007-03-01 6:24:00,6,2007,24140.1,143.6336161,1,3467329.857,Mar,299848106297,1284,55.07168757,27.82991616,7.944739699,8.703386376,7.384162262,3.797627821,27.24177142,6.617864403,8.616457206,7.407009367,4.600440441,53.48360096,0.2137278641,23.75646735,5.397383654,39369.41278
84,2007,3,1,2007-03-01,12:27:00,3,AL,1,9,4,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2.25,0,32.12,-87.41,32.27,-87.14,18.32,500,0,2007-03-01 12:27:00,12,2007,29483.1088,359.0840403,3,10586913.83,Mar,1037515794944,1285,57.01743896,26.89069344,7.864676545,8.687178399,7.043523686,3.29531481,30.12674552,8.455571152,8.878387922,8.063908166,4.728878279,12.38346657,43.94529542,27.05188152,10.27874856,20813.51529
86,2007,3,1,2007-03-01,13:08:00,3,AL,1,10,4,50,9,1,0,8,0,0,0,8,0,0,0,5,4,0,8,0,0,1,0,250,0,31.28,-85.92,31.38,-85.78,10.33,500,0,2007-03-01 13:08:00,13,2007,16624.4822,359.0840403,59,5969586.236,Mar,585018458612,1287,1119.595884,515.1732887,139.1718321,168.1063699,130.7669542,77.12813261,604.422595,149.5440159,202.2781758,154.145539,98.45486431,906.2330959,161.294045,496.6925898,22.92338638,62597.99416
95,2007,3,1,2007-03-01,16:29:00,3,GA,13,8,2,4,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.5,0,32.49,-84.16,32.57,-84.07,7.69,448,0,2007-03-01 16:29:00,16,2007,12375.8246,321.7393001,5,3981789.145,Mar,262513761422,1290,62.82757562,29.32653041,7.879400324,9.732124049,7.514375065,4.200630974,33.50104521,6.894656795,11.25805723,9.189902041,6.158429144,36.57158464,25.31161646,33.26471945,8.444092322,30111.60626
105,2007,3,1,2007-03-01,20:00:00,3,GA,13,17,3,11,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,111.002,0,31.92,-84.55,32.23,-84.1,43.2,1790,0,2007-03-01 20:00:00,20,2007,69523.488,1285.520864,13,89373894.38,Mar,7728884787912,1294,1725.953919,864.3861523,244.2249942,356.2216288,176.7143055,87.22522381,861.5677667,222.1974645,314.5242036,222.4432258,102.4028728,583.6796146,1102.160739,638.5380145,156.5496335,37857.63204
109,2007,3,1,2007-03-01,22:44:00,3,GA,13,21,2,3,6,0,6,0,0,0,0,0,0,0,0,2,4,0,2,1,0,0,3,3.975,0.5,31.32,-84.45,31.48,-83.98,30.53,200,0,2007-03-01 22:44:00,22,2007,49133.1502,143.6336161,9,7057172.035,Mar,465269432485,1295,82.91049154,40.71904758,10.32787578,14.87106715,10.59302895,4.9270757,42.19144396,10.65054267,14.18372549,10.86289423,6.494281569,46.67176461,34.81794168,34.469987,9.943162897,36672.35773
136,2007,3,23,2007-03-23,19:30:00,3,NM,35,9,2,33,2,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,19,0.25,34.24,-103.17,34.42,-103.19,12.45,350,0,2007-03-23 19:30:00,19,2007,20036.283,251.3588282,35,5036296.617,Mar,332035956773,1298,559.4471552,284.899097,80.75214001,114.5637491,61.14867235,28.43453554,274.5480581,71.72204554,99.64287606,66.24091507,36.94222145,398.1178439,23.2179328,251.3177683,28.44895046,42102.62682
178,2007,3,28,2007-03-28,18:16:00,3,TX,48,32,2,0,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0.102,0,36.45,-100.44,36.62,-100.39,22,150,0,2007-03-28 18:16:00,18,2007,35405.48,107.7252121,2,3814062.842,Mar,251455802031,1299,2.487683692,1.289160573,0.3820356258,0.4424408506,0.3016767498,0.1630073467,1.198523119,0.2975304965,0.3780367323,0.3133203276,0.2096355623,2.051543629,0.01371249818,1.10020927,0.09599671381,55085.26611
210,2007,3,28,2007-03-28,19:54:00,3,CO,8,5,3,9,2,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,4.01,0,38.02,-102.12,38.41,-102.08,28,900,0,2007-03-28 19:54:00,19,2007,45061.52,646.3512725,11,29125570.8,Mar,2518724092895,1301,24.07572,12.22367983,3.53745725,3.636143068,3.315475009,1.734604507,11.85204017,2.861437555,3.103442063,3.440003049,2.447157503,22.14833038,0.01979084835,12.27888474,1.429397029,41201.20361
217,2007,3,28,2007-03-28,20:30:00,3,TX,48,42,3,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,35.69,-100.49,35.8,-100.51,7.77,1408,0,2007-03-28 20:30:00,20,2007,12504.5718,1011.180657,2,12644381.13,Mar,1093462086195,1302,16.94654291,8.514720828,2.410035929,2.836452314,2.122893327,1.145339259,8.43182208,2.388976087,2.710439683,2.05385211,1.278554201,15.0594318,0.02011633852,7.686474068,0.604284388,55915.6935
270,2007,4,13,2007-04-13,17:09:00,3,TX,48,59,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,2,0,32.77,-97.33,32.83,-97.25,6,125,0,2007-04-13 17:09:00,17,2007,9656.04,89.77101008,1,866832.4641,Apr,42613312697,1308,1327.186798,665.3419997,179.9275502,285.7199242,143.3498251,56.34470013,661.8447986,181.9679956,254.4795439,140.4886508,84.90860829,884.5485933,44.60473845,495.7706628,3.029942667,48580.82275
296,2007,4,15,2007-04-15,6:20:00,3,SC,45,9,3,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,33.79,-80.5,33.98,-80.25,19.04,300,0,2007-04-15 6:20:00,6,2007,30641.8336,215.4504242,6,6601796.047,Apr,570910794390,1311,1174.398185,540.1657341,154.5120961,198.022218,133.0447899,54.58663004,634.2324505,160.9258641,221.4385355,158.7033563,93.16469468,374.6711316,746.3983644,491.1572769,88.15721234,40767.77589
378,2007,4,24,2007-04-24,18:01:00,3,TX,48,98,3,0,7,1,6,0,0,0,0,0,0,0,0,2,5,0,1,2,1,3,0,80,0,28.64,-100.41,28.6,-100.36,4,400,0,2007-04-24 18:01:00,18,2007,6437.36,287.2672322,7,1849242.59,Apr,159918990025,1318,10.62380848,5.177543172,2.187721647,1.948116411,0.6788708763,0.3628342377,5.446265308,2.360524991,1.833889661,0.8795243935,0.372326263,8.349317751,0,3.300624412,0.8877198502,24930.4692
455,2007,5,4,2007-05-04,20:00:00,3,KS,20,63,5,63,11,8,1,1,1,0,0,0,0,1,0,7,4,0,0,0,5,6,0,250,0,37.36,-99.45,37.62,-99.33,28.81,3000,0,2007-05-04 20:00:00,20,2007,46365.0854,2154.504242,74,99893773.17,May,11471173029495,1321,100.9043167,49.83511522,10.90850058,16.14768493,13.62336111,9.1555686,51.06920144,11.40044788,15.33343085,13.08579029,11.24953241,97.73536855,0.2160897873,50.25307325,2.817280657,43292.20119
464,2007,5,4,2007-05-04,21:39:00,3,KS,20,72,3,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,37.69,-99.07,37.92,-98.99,18.22,2110,0,2007-05-04 21:39:00,21,2007,29322.1748,1515.33465,3,44432907.49,May,3842473522701,1323,78.30097709,39.09438021,10.52134539,12.06994568,10.73222391,5.770865222,39.20659688,10.0070752,11.59413825,10.6025747,7.002808731,72.8399009,0.4929213751,38.48355897,2.379746696,48197.68676
466,2007,5,4,2007-05-04,22:34:00,3,KS,20,74,3,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,37.9,-98.95,38.11,-98.78,17.4,1515,0,2007-05-04 22:34:00,22,2007,28002.516,1088.024642,1,30467427.45,May,2634765310032,1324,91.56597899,45.19576696,12.91998856,14.13521718,12.11253171,6.028029509,46.37021204,12.3598547,13.41734774,12.14202346,8.450986136,84.87790319,0.8422950512,44.11845203,2.237679866,46829.18435
556,2007,5,5,2007-05-05,22:39:00,3,KS,20,111,2,5,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,39.07,-97.6,39.23,-97.6,11,100,0,2007-05-05 22:39:00,22,2007,17702.74,71.81680806,6,1271354.281,May,83818600677,1330,2.957745867,1.604128793,0.4823897562,0.458967677,0.4455457805,0.2172255796,1.353617074,0.320495697,0.4197939217,0.4211665229,0.1921609321,2.865978964,0.02684561429,1.221309733,0.1473720329,56524.7925
922,2007,8,26,2007-08-26,19:42:00,3,ND,38,36,4,18,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,50,2,47.72,-97.61,47.74,-97.53,5,1400,0,2007-08-26 19:42:00,19,2007,8046.7,1005.435313,19,8090436.332,Aug,792861415350,1342,15.04356811,7.210587992,1.731670224,2.138905878,2.034358507,1.305653383,7.832980119,2.172341011,1.985979379,1.810128556,1.864531173,14.41925739,0.07537010155,7.456282582,0.4111110895,55323.3924
1018,2007,10,17,2007-10-17,23:05:00,3,MO,29,40,2,0,2,0,2,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0.05,0,39.52,-92.05,39.58,-92.03,4.07,90,0,2007-10-17 23:05:00,23,2007,6550.0138,64.63512725,2,423360.9755,Oct,27911594025,1349,2.219241637,1.064940805,0.2332894958,0.3095639567,0.2952750214,0.2268123312,1.154300832,0.2284410911,0.3004773211,0.2919629847,0.333419435,2.117720933,0.08571499137,1.310300863,0.2110209846,40743.6816
1035,2007,10,18,2007-10-18,17:35:00,3,MI,26,15,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.1,0,44.67,-85.23,44.72,-85.19,4.45,430,0,2007-10-18 17:35:00,17,2007,7161.563,308.8122747,2,2211578.56,Oct,145806265814,1351,48.23910634,23.02990651,6.301103405,8.410798524,5.757167953,2.56083663,25.20919983,6.777393114,8.535293855,6.537701049,3.358811807,46.24412203,0.4302892154,22.0066709,2.671960527,45289.4658
1058,2007,10,18,2007-10-18,20:28:00,3,MI,26,19,2,1,2,0,2,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,15.4,0,42.61,-84.3,42.8,-84.21,19,300,0,2007-10-18 20:28:00,20,2007,30577.46,215.4504242,3,6587926.727,Oct,434332748962,1357,274.6447412,134.1476781,34.60858875,45.82583768,39.20345854,14.50979318,140.497063,35.91697667,45.63555129,41.36396639,17.58056866,263.8445288,2.384802701,110.5401132,9.794614117,75304.15523
1084,2007,12,15,2007-12-15,20:20:00,3,GA,13,39,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1.25,0,31.69,-83.68,31.73,-83.64,3.5,125,0,2007-12-15 20:20:00,20,2007,5632.69,89.77101008,1,505652.2707,Dec,24857765740,1361,9.485745761,4.48425002,1.328719775,1.615099731,1.090399523,0.4500309905,5.001495742,1.167236468,1.765605892,1.214396643,0.8542567385,4.520181664,4.786735893,4.155059493,0.7806461651,25519.1076
11,2008,1,7,2008-01-07,18:29:00,3,MO,29,0,3,18,3,2,1,0,0,0,0,0,0,0,0,1,2,0,0,0,1,2,0,19,0,37.28,-93.16,37.69,-92.41,50.39,300,0,2008-01-07 18:29:00,18,2008,81094.6426,215.4504242,21,17471875.15,Jan,1510934607631,1366,239.1051351,121.4515516,33.06417221,39.7359219,34.21963968,14.43181782,117.6535835,28.35507276,38.19619997,34.77344214,16.32886859,232.1154741,1.077019216,100.6448797,26.30252923,47158.05552
48,2008,1,8,2008-01-08,8:26:00,3,AR,5,0,2,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5.35,0,35.35,-93.01,35.48,-92.68,20.46,440,0,2008-01-08 8:26:00,8,2008,32927.0964,315.9939555,3,10404763.43,Jan,685971427940,1370,127.7906785,60.48086315,13.52011601,20.98186931,17.4517799,8.527097937,67.30981538,18.66143515,20.00955074,18.08005122,10.55877828,123.0634406,2.136378571,56.45689217,16.54799114,37519.58816
78,2008,1,29,2008-01-29,17:07:00,3,IN,18,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0.25,0,38.19,-87.87,38.23,-87.75,7.01,100,0,2008-01-29 17:07:00,17,2008,11281.4734,71.81680806,2,810199.4098,Jan,53415308250,1374,15.18709771,7.447110194,1.772634779,2.577297144,2.282781051,0.8143972194,7.739987517,1.887566284,2.47172141,2.225042654,1.155657168,14.92530233,0.02146761848,6.374562515,0.8716730348,61626.87619
81,2008,1,29,2008-01-29,18:58:00,3,IN,18,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.05,0,38.55,-85.76,38.55,-85.76,0.18,100,0,2008-01-29 18:58:00,18,2008,289.6812,71.81680806,1,20803.97914,Jan,1022719505,1375,0.1915951812,0.09481043542,0.01693353634,0.03782138389,0.02906239798,0.01099311721,0.09678474582,0.02458200814,0.03270104022,0.02780384609,0.01169785137,0.1885758634,0.0001623039537,0.07959210156,0.01343726153,67471.5294
89,2008,2,5,2008-02-05,16:49:00,3,AR,5,0,4,139,13,5,6,2,0,1,0,0,1,0,0,6,7,0,1,5,3,4,0,119.31,0,35.1,-93.07,36.29,-91.47,121.84,1320,0,2008-02-05 16:49:00,16,2008,196081.9856,947.9818664,152,185882166.7,Feb,18216421428146,1376,2445.89047,1203.086766,264.5788281,363.6910753,340.3358395,234.4810236,1242.803704,246.2539798,358.0496787,350.3038183,288.1962271,2288.431974,48.92560938,1274.606043,240.3730252,35531.61953
92,2008,2,5,2008-02-05,17:02:00,3,AR,5,0,2,36,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,17.5,0,36.21,-92.62,36.32,-92.45,12.5,880,0,2008-02-05 17:02:00,17,2008,20116.75,631.9879109,37,12713542.81,Feb,838186006770,1378,431.5886621,201.3231274,44.98615733,61.57032974,57.54821172,37.21842856,230.2655348,42.82995015,76.09077864,65.81703423,45.52777177,423.6104588,0.4237285459,209.9491504,33.17952969,37863.07084
98,2008,2,5,2008-02-05,17:32:00,3,MS,28,0,2,13,3,0,0,3,0,0,0,0,3,0,0,2,1,0,0,2,1,0,0,128.4,0,34.98,-90.01,35.05,-89.85,10.24,440,0,2008-02-05 17:32:00,17,2008,16479.6416,315.9939555,16,5207467.134,Feb,343320988373,1379,3449.88023,1651.857741,560.9104867,693.6256888,307.7746694,89.54689645,1798.022488,541.970333,734.6749041,375.0349002,146.3423509,1026.138246,2057.117467,1439.352116,7.066609395,44257.81242
106,2008,2,5,2008-02-05,18:21:00,3,TN,47,0,3,14,3,2,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,3,0,10.3,0,35.37,-89.37,35.65,-88.94,31.13,600,0,2008-02-05 18:21:00,18,2008,50098.7542,430.9008484,17,21587595.69,Feb,1866854309805,1381,153.5800854,77.10009685,19.38231349,24.96619882,23.32399932,9.427585225,76.47998853,19.50994593,21.95516938,23.22278744,11.79208578,88.45519101,61.68546216,63.96876181,13.05212954,42595.75134
121,2008,2,5,2008-02-05,19:40:00,3,TN,47,0,4,5,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,1,2,0,17.6,0,35.27,-88.29,35.38,-88.04,16.17,880,0,2008-02-05 19:40:00,19,2008,26023.0278,631.9879109,8,16446238.98,Feb,1611728685123,1386,428.2081901,206.1456779,43.05712352,65.5537305,61.36001826,36.17480563,222.0625122,48.55533546,63.99867213,61.27234413,48.23616052,386.5663654,31.74516907,195.8363932,17.39195299,36724.88684
122,2008,2,5,2008-02-05,19:44:00,3,KY,21,0,3,24,3,0,3,0,0,0,0,0,0,0,0,1,2,0,0,1,1,1,0,21.3,0,37.16,-87.23,37.36,-87.02,18.05,375,0,2008-02-05 19:44:00,19,2008,29048.587,269.3130302,27,7823162.989,Feb,676532289833,1387,384.3536477,180.4948121,37.51777754,68.47231495,46.41404405,28.09067555,203.8588356,35.76041702,58.78257377,54.90239517,54.41344962,355.9184676,20.54430724,174.8044236,17.27760515,39608.93247
133,2008,2,5,2008-02-05,22:02:00,3,TN,47,0,3,63,22,8,13,1,0,0,1,0,0,0,0,15,7,0,1,6,8,7,0,27.802,1,36.38,-86.34,36.78,-85.56,50.32,880,0,2008-02-05 22:02:00,22,2008,80981.9888,631.9879109,85,51179637.93,Feb,4425917967934,1389,1291.966132,630.4403665,162.1370629,214.2189223,174.3520078,79.73237355,661.5257657,153.890923,222.2571396,180.6922057,104.6854973,1230.15432,22.47393862,568.8056993,120.2109106,37768.13638
161,2008,2,6,2008-02-06,1:40:00,3,KY,21,0,3,11,4,0,4,0,0,0,0,0,0,0,0,2,2,0,1,0,3,0,0,1.28,0.2,36.64,-86.11,36.71,-85.96,9.44,440,0,2008-02-06 1:40:00,1,2008,15192.1696,315.9939555,15,4800633.764,Feb,415149698105,1393,39.30821125,19.52352501,3.897423347,5.578568357,6.101700545,3.945832758,19.78468624,4.109684772,6.765932984,5.296588227,3.612480263,38.98989051,0.07822807718,20.30209486,3.332978755,37373.80291
166,2008,2,6,2008-02-06,3:02:00,3,AL,1,0,4,23,4,3,1,0,0,0,0,0,0,0,0,2,2,0,0,2,1,1,0,0,0,34.4,-87.29,34.56,-87.06,16.7,880,0,2008-02-06 3:02:00,3,2008,26875.978,631.9879109,27,16985293.19,Feb,1664555908569,1395,1119.097433,552.546751,119.9969452,210.4858204,162.5776036,59.48638178,566.5506822,131.5298233,189.5089951,155.4273375,90.08452632,950.1632444,54.18636004,464.7627105,81.43229472,49950.18475
169,2008,2,6,2008-02-06,5:17:00,3,AL,1,0,4,12,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,34.67,-85.84,34.76,-85.69,10.9,660,0,2008-02-06 5:17:00,5,2008,17541.806,473.9909332,13,8314656.996,Feb,814835003147,1396,175.81822,86.79723502,21.2021499,28.22075299,18.86630135,18.50803078,89.02098498,21.30599341,25.13939098,22.40882395,20.16677665,160.5282682,0.1963997349,82.41186653,20.66980619,38843.78968
179,2008,2,12,2008-02-12,13:45:00,3,LA,22,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.025,0,30.62,-90.5,30.62,-90.49,0.77,20,0,2008-02-12 13:45:00,13,2008,1239.1918,14.36336161,1,17798.95993,Feb,874993354,1397,0.9799036784,0.4531097356,0.1417670859,0.1627898458,0.09094421916,0.05760858475,0.5267939428,0.1382373003,0.1993366476,0.110982755,0.07823723994,0.7678213744,0.1961604908,0.3850297625,0.1146300249,42215.5912
224,2008,2,26,2008-02-26,3:42:00,3,AL,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,33.55,-86.57,33.54,-86.52,2.8,500,0,2008-02-26 3:42:00,3,2008,4506.152,359.0840403,1,1618087.266,Feb,79544850367,1404,459.7158674,209.1786477,50.05280704,74.58508113,55.98316677,28.55759272,250.5372198,57.8612219,80.9683879,71.92882593,39.77878403,353.6120922,97.11701045,198.4476452,7.917965086,39005.21091
262,2008,3,7,2008-03-07,8:45:00,3,FL,12,0,2,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,0,30.19,-82.65,30.2,-82.62,1.49,800,0,2008-03-07 8:45:00,8,2008,2397.9166,574.5344645,6,1377685.73,Mar,90828883643,1411,435.7978189,209.0048673,54.94948107,80.025607,48.77529848,25.25448072,226.7929516,46.62898132,81.73975038,58.55211035,39.87210956,287.5334425,127.0296776,208.3284146,16.64898627,36835.51918
275,2008,3,14,2008-03-14,19:38:00,3,GA,13,0,2,30,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,25.05,0,33.77,-84.43,33.73,-84.33,6.25,200,0,2008-03-14 19:38:00,19,2008,10058.375,143.6336161,31,1444720.774,Mar,95248409860,1414,2237.367418,1208.584615,185.2325194,688.8768346,257.1880606,77.28720026,1028.782803,176.1229527,520.2577188,212.7025189,119.699613,728.7776751,1381.820509,1310.385628,1.941997084,40609.36832
278,2008,3,15,2008-03-15,10:25:00,3,GA,13,0,3,2,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,7.5,0,34.09,-85.11,34.12,-84.85,16.93,880,0,2008-03-15 10:25:00,10,2008,27246.1262,631.9879109,4,17219222.38,Mar,1489085675618,1415,799.1647072,389.266233,112.2679047,144.3209135,95.80450049,36.87291434,409.8984742,110.5924731,153.6791612,104.7552426,40.87159729,724.1451929,47.31834166,293.5858143,46.12745897,60966.85959
580,2008,5,2,2008-05-02,7:15:00,3,AR,5,0,3,24,5,3,2,0,0,0,0,0,0,0,0,3,2,0,2,0,3,0,0,47,0,35.31,-92.6,35.7,-91.96,45.3,1600,0,2008-05-02 7:15:00,7,2008,72903.102,1149.068929,29,83770689.33,May,7244330248136,1440,852.9503487,430.3109761,90.0658786,121.1617805,130.327337,88.75597999,422.6393726,87.17533811,109.8715218,131.2622958,94.33021687,824.7050147,7.208683932,555.2929399,159.8305812,39147.36445
585,2008,5,2,2008-05-02,10:15:00,3,AR,5,0,2,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,9,0,34.41,-92.49,34.71,-91.88,40.72,300,0,2008-05-02 10:15:00,10,2008,65532.3248,215.4504242,4,14118967.18,May,930843659882,1442,196.1648748,102.7714512,22.5611284,37.96082726,32.9469516,9.30254392,93.39342366,18.82148246,31.43238191,31.00484466,12.13471463,152.8945779,38.07326983,83.91553083,22.33713558,52846.09787
653,2008,5,8,2008-05-08,21:29:00,3,NC,37,0,2,3,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,4,0,36.06,-80.02,36.1,-79.98,3.85,200,0,2008-05-08 21:29:00,21,2008,6195.959,143.6336161,4,889947.9965,May,58673020474,1449,121.7082758,59.20769833,15.12793026,20.10695958,15.58801068,8.384797811,62.50057742,16.82017963,18.22118721,14.89748529,12.5617253,100.6420038,12.07711111,50.19005076,1.813043129,83907.64419
666,2008,5,10,2008-05-10,16:20:00,3,OK,40,0,4,350,21,4,7,10,0,0,0,0,1,0,9,11,10,0,1,6,6,3,5,60.6,0,37,-95.14,36.82,-93.78,75.51,1760,0,2008-05-10 16:20:00,16,2008,121521.2634,1263.975822,371,153599938.8,May,15052768461800,1450,3503.580598,1764.816157,496.7724757,546.1094079,506.3350745,215.5991986,1738.764441,431.7519019,557.4210693,485.573178,264.0182917,3068.109143,21.93321857,1452.100868,288.476759,43785.42839
674,2008,5,10,2008-05-10,17:08:00,3,MO,29,0,1,10,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,37.18,-94.22,37.18,-94.16,3.02,440,0,2008-05-10 17:08:00,17,2008,4860.2068,315.9939555,11,1535795.971,May,75499426549,1452,14.33959218,7.348854442,1.841421571,2.490645159,1.82682435,1.189963362,6.990737742,1.90771419,1.936040927,2.015574229,1.131408396,13.47454472,0.06162615238,5.572005649,0.5497664949,46756.6282
710,2008,5,11,2008-05-11,4:36:00,3,GA,13,0,2,2,2,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1.4,0,32.61,-83.08,32.6,-82.84,13.79,250,0,2008-05-11 4:36:00,4,2008,22192.7986,179.5420202,4,3984539.893,May,262695114394,1455,93.96267737,44.57639345,10.83351066,17.14158368,11.9112616,4.690037506,49.38628392,11.60921586,18.25921733,12.41532063,7.102530092,57.75809946,32.94235213,42.25807857,9.120085228,56933.83389
774,2008,5,22,2008-05-22,11:26:00,3,CO,8,0,3,78,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,147,0,40.23,-104.75,40.72,-105.11,38.69,1760,0,2008-05-22 11:26:00,11,2008,62265.3646,1263.975822,79,78701915.39,May,6805992296477,1467,7355.180483,3643.437008,958.427666,1282.693701,998.6356751,403.6799659,3711.743475,939.0765792,1333.581004,974.603339,464.4825535,6773.322744,14.52940989,2962.501102,255.0203119,74870.55935
873,2008,5,23,2008-05-23,21:24:00,3,KS,20,0,3,2,2,0,0,2,0,0,0,0,0,0,2,1,1,0,0,2,0,0,0,0,0,37.48,-98.63,37.77,-98.49,21.9,1430,0,2008-05-23 21:24:00,21,2008,35244.546,1026.980355,4,36195456.37,May,3130114381635,1474,46.38986332,23.18479054,5.427088996,7.219895834,6.794005482,3.743800227,23.20507278,6.457346053,7.520050738,6.149082665,3.078593328,45.05945463,0.2271434009,20.42662537,2.733824392,55753.4204
912,2008,5,25,2008-05-25,15:48:00,3,IA,19,0,5,70,9,9,0,0,0,0,0,0,0,0,0,4,5,0,0,0,2,7,0,100.3,0.232,42.55,-92.88,42.62,-92.08,40.97,2100,0,2008-05-25 15:48:00,15,2008,65934.6598,1508.152969,79,99439552.96,May,11419013235435,1476,2373.369741,1192.497384,252.9439919,431.3274289,346.4812378,161.7447258,1180.872357,256.9195109,399.7831889,331.3934083,192.7762486,2300.618673,28.38388712,978.1406045,41.28953888,60188.4827
916,2008,5,25,2008-05-25,15:55:00,3,MN,27,0,3,17,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,25.3,0,45.18,-93.05,45.17,-92.93,5.96,220,0,2008-05-25 15:55:00,15,2008,9591.6664,157.9969777,18,1515454.303,May,131053612326,1477,161.6694405,83.30168703,27.44688745,31.05405379,19.32386683,5.476878964,78.36775342,20.55549368,33.52502532,17.93780574,6.34942868,146.673268,2.660237906,61.28358371,1.911135535,84457.18069
1021,2008,6,3,2008-06-03,19:04:00,3,IN,18,0,3,8,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.2,0,39.46,-85.68,39.5,-85.51,9.68,150,0,2008-06-03 19:04:00,19,2008,15578.4112,107.7252121,9,1678187.651,Jun,145126483448,1486,25.77961735,13.0656324,3.406462915,4.071189725,3.779110974,1.808868786,12.71398495,3.273831168,3.540012349,3.749148331,2.150993101,25.14839477,0.04535889556,10.79198489,0.6617796109,57805.39123
1175,2008,6,11,2008-06-11,17:25:00,3,NE,31,0,3,48,4,0,0,4,0,0,0,0,4,0,0,4,0,0,4,0,0,0,0,0,0,41.8,-96.12,41.9,-95.88,14.23,440,0,2008-06-11 17:25:00,17,2008,22900.9082,315.9939555,52,7236548.566,Jun,625802987716,1495,32.50144875,16.56493619,3.92970903,4.563125403,4.804467549,3.267634207,15.93651256,3.51199716,3.983843666,4.53710639,3.903565347,31.69358364,0.05705868376,16.85263214,1.129996825,47301.78644
1202,2008,6,11,2008-06-11,21:12:00,3,KS,20,0,3,3,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,20.2,0,38.89,-97.11,39.01,-96.93,15.26,880,0,2008-06-11 21:12:00,21,2008,24558.5284,631.9879109,4,15520693.06,Jun,1342200083280,1496,92.9676969,45.94769198,12.29486058,15.03413361,12.455033,6.163664787,47.02000491,10.80167987,17.3794094,12.26663807,6.572277579,79.75492505,6.940836771,39.79493215,3.472806353,56724.31367
